broker_company,broker_name,broker_phone_number,broker_photo_url,business_location,description,header,image_url,price
,,,,"Oakland, CA","This popular and high traffic grocery and liquor store is a great place to shop for all your grocery and liquor needs. It has a wide selection of products, from fresh produce to beer and wine. The...",High traffic grocery and liquor store,"https://images.bizbuysell.com/shared/listings/216/2162166/e90a9b2e-59bc-4d31-8e4d-e2d95bee6f74-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162166/c0236cdd-3c46-4eed-b73b-e380d75e8561-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162166/89c3a75b-c654-4432-81ec-bf6b8230d4f1-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162166/385791e7-9613-4fd5-9433-0fea53833d40-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162166/4873821a-64c0-4552-8b18-8386c548f256-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162166/36d1818a-8559-4854-8129-2ddfbebbcbe4-W336.jpg",749000.0
,,,,"Stockton, CA","Are you ready to step into the lucrative world of event rental and celebrations? Look no further! Our well-established party rental business is now available for sale, offering a seamless transition...",Party rental,https://images.bizbuysell.com/shared/listings/221/2215052/33029ef9-03c9-44b1-b6b7-0cfa49a0fdd1-W336.jpg,750000.0
,,,,"Los Angeles, CA","We are thrilled to offer a remarkable business and property opportunity in the rapidly expanding auto collision industry. Situated in the heart of the San Fernando Valley, this Auto Collision Center...",Established Auto Body Collision Center and Real Estate,"https://images.bizbuysell.com/shared/listings/219/2190679/7113d29f-2cf6-42c6-8ac0-198b9b900491-W336.jpg,https://images.bizbuysell.com/shared/listings/219/2190679/c3ee0da8-7788-48c9-906c-8f678623da53-W336.jpg,https://images.bizbuysell.com/shared/listings/219/2190679/ee5f6edf-3d5b-44c8-978e-583a8851be6b-W336.jpg,https://images.bizbuysell.com/shared/listings/219/2190679/dcf7ce9d-afa9-42b2-98f3-6d4073642da6-W336.jpg,https://images.bizbuysell.com/shared/listings/219/2190679/bfe02228-166e-4458-82b2-4f1a25e58601-W336.jpg,https://images.bizbuysell.com/shared/listings/219/2190679/be109daf-8153-4265-a1e1-81bbc2d422de-W336.jpg",4100000.0
,,,,"Los Angeles, CA","Welcome to Tecish, a thriving mobile phone repair business situated in Los Angeles. With a loyal customer base and a reputation for excellence in service, this business presents a lucrative...",Cell Phone and Computer Mobile Repair Service,"https://images.bizbuysell.com/shared/listings/214/2146926/a96af195-4c93-46f8-8ce6-e1d69e086a05-W336.jpg,https://images.bizbuysell.com/shared/listings/214/2146926/bf9dcc4f-e387-4750-84cc-0de7b7d9f5bb-W336.jpg",29000.0
,,,,"Alameda County, CA","Fantastic opportunity to own a successful Home & Building Inspection company that's part of an SBA-approved national franchise delivering industry-leading inspection services to residents of Berkely,...",Leading Home Inspection Business,https://images.bizbuysell.com/shared/listings/216/2166974/7406e57d-d64d-43cd-9019-eed87429ac0c-W336.jpg,30500.0
,,,,"Stockton, CA","Fantastic opportunity to own a successful Home & Building Inspection company that's part of an SBA-approved national franchise delivering industry-leading inspection services to residents of Stockton,...",Leading Home Inspection Business,https://images.bizbuysell.com/shared/listings/216/2166579/a39aa3c6-3e10-4192-a9b1-4e17bb336d8a-W336.jpg,25500.0
,,,,Available Nationwide,Invest in this HIGH-PROFIT automotive franchise brand that offers an Avg Gross Income of $604k + Avg Estimated Net Earnings of $154k!,Black Optix Tint,https://images.bizbuysell.com/fnw/images/2467/2582/da608383-229a-44ba-9a04-d01d11ac2690.png,100000.0
,,,,,,,,
,,,,"San Francisco, CA",Fantastic opportunity to own a successful Home & Building Inspection company that's part of an SBA-approved national franchise delivering industry-leading inspection services. Start with a rock-solid...,Leading Home Inspection Business,https://images.bizbuysell.com/shared/listings/216/2166570/0479e8bb-0430-4b1a-a8b1-71c64cfbcaf5-W336.jpg,48000.0
,,,,"Yorba Linda, CA",FOR SALE: Award-Winning and Established Vietnamese-French Restaurant Have you ever envisioned yourself as the proud owner of an extraordinary restaurant? Monarch 9 isn’t just a business; it's a legacy...,Award-Winning and Established Vietnamese Restaurant for Sale!!!!,"https://images.bizbuysell.com/shared/listings/216/2161775/92d954eb-1e19-47d1-99d2-459991738f4b-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2161775/af33683b-0271-4f0e-9ff6-0c1c25dd3af3-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2161775/13228f9f-6036-4777-9996-efc1d2456fac-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2161775/d554d43e-5c2d-4793-a6d3-0c36c433fe81-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2161775/9a166073-2d78-47df-980a-b2def48bfc9d-W336.jpg",1350000.0
,,,,"Los Angeles, CA",Well established Medical Transportation Business with great mix of retail and wholesale business and fairly new fleet of vehicles with extra vehicles available to rapidly expand in other areas....,Recession Proof Absentee Run  Medical Transportation Biz Los Angeles,https://images.bizbuysell.com/shared/listings/216/2161731/e5f41773-8541-4d3b-8365-4e16a0076b09-W336.jpg,2100000.0
,,,,"San Francisco, CA","Busy grocery store in the heart of Portola area and near Silver Terrace. Located on a busy street of San Bruno Ave, San Francisco. Large storage area. Walk in cooler....",Successful long time grocery store located on San Bruno Ave SF,https://images.bizbuysell.com/shared/listings/215/2158669/e05c5f35-8e20-4dc3-b7fd-15867f5017d6-W336.jpg,130000.0
,,,,"San Bernardino County, CA","Dental Office provides General dental practice, current annual Income to be over $700,000 for 2023, well establish with over 20+ years same Location with 4 fully equipped operatories, and all...","In Ontario, California well stablished Dental Practice","https://images.bizbuysell.com/shared/listings/215/2151330/d447dc58-d4d0-49da-acf8-d6b6ee173021-W336.jpg,https://images.bizbuysell.com/shared/listings/215/2151330/1142cbda-e319-4a61-b339-9892e67c67da-W336.jpg,https://images.bizbuysell.com/shared/listings/215/2151330/0777170c-fbbb-4c7f-ba68-0052033d4bfb-W336.jpg",595000.0
,,,,Available in California,"Change lives through math, including your own - no educator experience required. We're top-in-category for franchisee satisfaction.",Mathnasium,https://images.bizbuysell.com/fnw/images/237/237/1f7e1a0b-f6e7-473e-8dda-9717bd0f4a27.gif,112000.0
,,,,"Los Angeles County, CA",Small family-owned salad dressing business located in the San Fernando Valley. Established and great potential for growth! Business is turn-key and ready to be taken on by new owners!...,Salad Dressing Manufacturing,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/manufood.jpg,55000.0
,,,,"East Los Angeles, CA","This is a great opportunity to invest in a highly attractive coin-operated laundromat business located in a prime location. The business occupies 4,700 sqft and is equipped with 48 washers and 72...",Opportunity Knocks on Sparkling Clean Laundry! **In Escrow**,"https://images.bizbuysell.com/shared/listings/209/2093227/bef5ec2f-d20f-49bf-823c-d5557b8d2bda-W336.jpg,https://images.bizbuysell.com/shared/listings/209/2093227/3bca5419-8a59-47f7-9044-baba46820c76-W336.jpg,https://images.bizbuysell.com/shared/listings/209/2093227/2ff37a6d-ceb1-40f1-b3ea-b2034ca1bef9-W336.jpg,https://images.bizbuysell.com/shared/listings/209/2093227/7ad1411e-86ef-4f0a-b3a3-daceda4e46f2-W336.jpg,https://images.bizbuysell.com/shared/listings/209/2093227/cf0bdbed-e929-4ae5-932a-ee7d205a6eb0-W336.jpg,https://images.bizbuysell.com/shared/listings/209/2093227/e3f762ce-6fab-45e4-b398-7e7261848098-W336.jpg",395000.0
,Thuy Nguyen,(510) 717-5558,,"Berkeley, CA","This specialty tea house for sale is located in a very busy part of Berkeley city in a prime location with many other retail/food shops. Right next to Berkeley University, this location is walking...",Fengcha Teahouse Boba Lounge,"https://images.bizbuysell.com/shared/listings/221/2214337/7654c166-51a3-40ca-bb87-267dfe225aa3-W336.jpg,https://images.bizbuysell.com/shared/listings/221/2214337/88f6ef2e-b1f3-488c-b114-39afb36cbd54-W336.jpg,https://images.bizbuysell.com/shared/listings/221/2214337/b5ccc670-7187-4153-9f7f-5f6daed5b483-W336.jpg,https://images.bizbuysell.com/shared/listings/221/2214337/d1f825f2-2de9-44bc-b4d1-9ab10f6d5942-W336.jpg",186000.0
,,,,"Thousand Oaks, CA","Unique fitness circuits with coaches! This inviting fitness club is specifically designed for women and provides a fun, fast, and safe place to work out. This Curves fitness club was founded in 2003...",Curves Fitness Center for Women - Thousand Oaks,"https://images.bizbuysell.com/shared/listings/208/2083710/1a7e7a10-80ed-4d70-92f6-7c90fe690836-W336.jpg,https://images.bizbuysell.com/shared/listings/208/2083710/270396ad-0b69-4c05-b314-8e3968571fee-W336.jpg,https://images.bizbuysell.com/shared/listings/208/2083710/3149b52e-845c-4eca-81ac-ad6c5064ccce-W336.jpg,https://images.bizbuysell.com/shared/listings/208/2083710/064ced97-c697-4522-915d-d070e8fec145-W336.jpg,https://images.bizbuysell.com/shared/listings/208/2083710/7fba7e22-2fbe-40f3-8190-058808c05221-W336.jpg",38500.0
,,,,"Palm Springs, CA","There is a yoga studio for sale in beautiful Palm Springs. Yoga Yantra studio boasts a wide variety of classes catering to practitioners of all levels, from beginners to advanced yogis. Highly...",Yoga Yantra,https://images.bizbuysell.com/shared/listings/221/2214795/6e5e0e3a-0136-45fb-9f9c-e028b9cde819-W336.jpg,37000.0
,,,,"San Diego County, CA","At iMatch Franchise & Global Investments, we offer novel opportunities for savvy entrepreneurs. Our M & A listings, accompanied by 400 franchise opportunities are a great way to start any type of business or simply acquire one with incredible cash flow. We apply our deep experience in franchise operations, entrepreneurship, and opportunity matching to help you connect with companies offering the means to accomplish your unique financial and personal objectives. 

As certified Intermediaries through IBBA and IFA, we can help make the process as easy as possible. With over 6800 registered franchises it can be very overwhelming at times. Our mission is to help you navigate through the ""clutter"" of businesses to match you with your dream opportunity.

Our firm manages over 400 brands, ranging from full or part-time, small to large and internationally known concepts. Take charge of your future, become your own BOSS!!!",,,
,,,,"San Jose, CA","Pool Cleaning Route For Sale in the San Jose, Santa Clara, Fremont, California region for $85,000! Currently grossing $94,212 and nets an estimated $72,112 per year as an owner operator! Route...","Pool Cleaning Route, San Jose, CA",https://images.bizbuysell.com/shared/listings/221/2214774/19801bf2-02f7-48f6-8cc8-408ea3abbec8-W336.jpg,85000.0
,,,,"San Diego, CA",This established rental car agency has licensing agreements in place capitalizing on the highly sought after San Diego tourism market. Over 250 vehicles are in the existing fleet. Vehicle equity is...,Turn-Key Branded Rental Car Agency,https://images.bizbuysell.com/shared/listings/221/2214712/8078dfe1-d536-458d-896c-a4c31d34649d-W336.jpg,1650000.0
,,,,"Sacramento County, CA","A plumbing company dedicated to providing you with reliable, professional service to meet all your needs, from repairs and services with 5 technicians and a General Manager that has been with business...",Simi Absentee Ownership Plumbing Business,https://images.bizbuysell.com/shared/listings/221/2214604/db2c9ea1-0a05-41ed-96fc-a867fc2585c7-W336.jpg,450000.0
,,,,"Pasadena, CA","Great opportunity to acquire a well-established, 100% absentee owned and 100% employee operated, turn key, franchised juice bar in very desirable and upscale Pasadena Area, County of Los Angeles....",Franchised Juice Bar - 100% Employee Run - High Gross - High Net,https://images.bizbuysell.com/shared/listings/221/2214557/5c01ecae-e1bf-4591-b123-6e9232ee13c4-W336.jpg,325000.0
,,,,"Glendale, CA","Authentic Hawaiian Shave Ice business, a well-established and reputable on yelp and Google for many years and beloved by the locals. This business is located at prime Glendale historic neighborhood,...",Turnkey Business Opportunity,"https://images.bizbuysell.com/shared/listings/221/2214510/8a73d927-e509-4c51-b5e8-b8baca16645f-W336.png,https://images.bizbuysell.com/shared/listings/221/2214510/351dd992-4faa-4d15-b770-e7056d16da65-W336.jpg",98000.0
,,,,Available in California,"Tap into the huge demand for fresh, custom-made pet foods by owning this top-ranked pet franchise.",Pet Wants,https://images.bizbuysell.com/fnw/images/730/767/59951e0f-66af-41ca-bef7-1f20d74cb636.png,50000.0
,,,,"Orange County, CA",Seventeen year old business with a long consistent history of profitability. Excellent reputation in the community with 5 star Yelp and Google ratings. Great opportunity for growth if the new owner...,17 Year Auto Repair Business,https://images.bizbuysell.com/shared/listings/221/2213786/b903ad11-3bfc-4725-b0c0-febdfbd7eb08-W336.jpg,359000.0
,,,,"Fresno, CA","This thriving solar and construction business presents a remarkable opportunity for a savvy buyer seeking a lucrative venture. With a proven track record of success, the company specializes in solar...",Thriving Solar and Construction Business - Netting Over $2.3 Million,https://images.bizbuysell.com/shared/listings/221/2213214/62c5d36f-efa4-491e-8d05-a2774d08e28e-W336.jpg,2400000.0
,Michael Kelly,0868315016,,"San Jose, CA","This business has always been a ""side gig"" for me as I already made my money elsewhere. It has enormous potential for a committed entrepreneur or existing business. I simply don't have the interest...","Utterly neglected global leader B2B eLearning business, $7k cash/month",https://images.bizbuysell.com/shared/listings/221/2213975/796d0c75-6954-43e9-a4ad-ef26b90ba236-W336.jpg,450000.0
,,,,"North Hollywood, CA","For sale is a great opportunity to own a well-established wedding accessories business of over 30 years specializing in manufacturing veils, sashes, and other hair accessories. The business does...",Wedding Accessories Company - SBA Pre-Approved,https://images.bizbuysell.com/shared/listings/221/2212734/56139085-6eef-4100-9ec9-7c31d92d9df5-W336.jpg,599000.0
,,,,"San Diego, CA","National franchise in the prime location of South West San Diego! This store boasts reasonable rent and has been remodeled to meet the latest brand requirements, ensuring a fresh and inviting...",Newly Renovated Sandwich Franchise for Sale in San Diego,https://images.bizbuysell.com/shared/listings/221/2212689/75b4e054-8715-4da0-b647-b6187b047712-W336.jpg,157000.0
,,,,,,,,
,,,,"Santa Clara County, CA",Project Money (“Money” or the “Franchisee”) is a distinguished Restore Hyper Wellness franchisee located in the heart of the San Francisco Bay Area and Silicon Valley offering a wide array of services...,Restore Hyper Wellness Franchisee Location with 25%+ EBITDA Margins,https://images.bizbuysell.com/shared/listings/221/2211930/952015e7-2aa3-473e-8867-6a5f02799090-W336.png,3000000.0
